x,u_m,u_mm,M,,
3.352,-0.000206909,-0.206908723,-28.08714667,,
3.353,-0.00020697,-0.206969916,-28.10362167,,
3.354,-0.000207031,-0.20703108,-28.12008667,,
3.355,-0.000207092,-0.207092217,-28.13654167,,
3.356,-0.000207153,-0.207153326,-28.15298667,,
3.357,-0.000207214,-0.207214406,-28.16942167,,
3.358,-0.000207275,-0.207275458,-28.18584667,,
3.359,-0.000207336,-0.207336483,-28.20226167,,
3.36,-0.000207397,-0.207397478,-28.21866667,,
3.361,-0.000207458,-0.207458446,-28.23506167,,
3.362,-0.000207519,-0.207519385,-28.25144667,,
3.363,-0.00020758,-0.207580297,-28.26782167,,
3.364,-0.000207641,-0.20764118,-28.28418667,,
3.365,-0.000207702,-0.207702034,-28.30054167,,
3.366,-0.000207763,-0.20776286,-28.31688667,,
3.367,-0.000207824,-0.207823658,-28.33322167,,
3.368,-0.000207884,-0.207884428,-28.34954667,,
3.369,-0.000207945,-0.207945169,-28.36586167,,
3.37,-0.000208006,-0.208005882,-28.38216667,,
3.371,-0.000208067,-0.208066567,-28.39846167,,
3.372,-0.000208127,-0.208127223,-28.41474667,,
3.373,-0.000208188,-0.208187851,-28.43102167,,
3.374,-0.000208248,-0.20824845,-28.44728667,,
3.375,-0.000208309,-0.208309021,-28.46354167,,
3.376,-0.00020837,-0.208369563,-28.47978667,,
3.377,-0.00020843,-0.208430077,-28.49602167,,
3.378,-0.000208491,-0.208490563,-28.51224667,,
3.379,-0.000208551,-0.20855102,-28.52846167,,
3.38,-0.000208611,-0.208611448,-28.54466667,,
3.381,-0.000208672,-0.208671848,-28.56086167,,
3.382,-0.000208732,-0.208732219,-28.57704667,,
3.383,-0.000208793,-0.208792562,-28.59322167,,
3.384,-0.000208853,-0.208852876,-28.60938667,,
3.385,-0.000208913,-0.208913162,-28.62554167,,
3.386,-0.000208973,-0.208973418,-28.64168667,,
3.387,-0.000209034,-0.209033647,-28.65782167,,
3.388,-0.000209094,-0.209093846,-28.67394667,,
3.389,-0.000209154,-0.209154017,-28.69006167,,
3.39,-0.000209214,-0.209214159,-28.70616667,,
3.391,-0.000209274,-0.209274273,-28.72226167,,
3.392,-0.000209334,-0.209334358,-28.73834667,,
3.393,-0.000209394,-0.209394414,-28.75442167,,
3.394,-0.000209454,-0.209454441,-28.77048667,,
3.395,-0.000209514,-0.20951444,-28.78654167,,
3.396,-0.000209574,-0.209574409,-28.80258667,,
3.397,-0.000209634,-0.20963435,-28.81862167,,
3.398,-0.000209694,-0.209694262,-28.83464667,,
3.399,-0.000209754,-0.209754146,-28.85066167,,
3.4,-0.000209814,-0.209814,-28.86666667,,
3.401,-0.000209874,-0.209873826,-28.88266167,,
3.402,-0.000209934,-0.209933622,-28.89864667,,
3.403,-0.000209993,-0.20999339,-28.91462167,,
3.404,-0.000210053,-0.210053129,-28.93058667,,
3.405,-0.000210113,-0.210112839,-28.94654167,,
3.406,-0.000210173,-0.21017252,-28.96248667,,
3.407,-0.000210232,-0.210232172,-28.97842167,,
3.408,-0.000210292,-0.210291795,-28.99434667,,
3.409,-0.000210351,-0.210351389,-29.01026167,,
3.41,-0.000210411,-0.210410954,-29.02616667,,
3.411,-0.00021047,-0.21047049,-29.04206167,,
3.412,-0.00021053,-0.210529997,-29.05794667,,
3.413,-0.000210589,-0.210589475,-29.07382167,,
3.414,-0.000210649,-0.210648924,-29.08968667,,
3.415,-0.000210708,-0.210708344,-29.10554167,,
3.416,-0.000210768,-0.210767734,-29.12138667,,
3.417,-0.000210827,-0.210827096,-29.13722167,,
3.418,-0.000210886,-0.210886428,-29.15304667,,
3.419,-0.000210946,-0.210945731,-29.16886167,,
3.42,-0.000211005,-0.211005005,-29.18466667,,
3.421,-0.000211064,-0.21106425,-29.20046167,,
3.422,-0.000211123,-0.211123466,-29.21624667,,
3.423,-0.000211183,-0.211182652,-29.23202167,,
3.424,-0.000211242,-0.21124181,-29.24778667,,
3.425,-0.000211301,-0.211300938,-29.26354167,,
3.426,-0.00021136,-0.211360036,-29.27928667,,
3.427,-0.000211419,-0.211419106,-29.29502167,,
3.428,-0.000211478,-0.211478146,-29.31074667,,
3.429,-0.000211537,-0.211537157,-29.32646167,,
3.43,-0.000211596,-0.211596138,-29.34216667,,
3.431,-0.000211655,-0.211655091,-29.35786167,,
3.432,-0.000211714,-0.211714013,-29.37354667,,
3.433,-0.000211773,-0.211772907,-29.38922167,,
3.434,-0.000211832,-0.211831771,-29.40488667,,
3.435,-0.000211891,-0.211890605,-29.42054167,,
3.436,-0.000211949,-0.211949411,-29.43618667,,
3.437,-0.000212008,-0.212008186,-29.45182167,,
3.438,-0.000212067,-0.212066933,-29.46744667,,
3.439,-0.000212126,-0.21212565,-29.48306167,,
3.44,-0.000212184,-0.212184337,-29.49866667,,
3.441,-0.000212243,-0.212242995,-29.51426167,,
3.442,-0.000212302,-0.212301623,-29.52984667,,
3.443,-0.00021236,-0.212360222,-29.54542167,,
3.444,-0.000212419,-0.212418791,-29.56098667,,
3.445,-0.000212477,-0.212477331,-29.57654167,,
3.446,-0.000212536,-0.212535841,-29.59208667,,
3.447,-0.000212594,-0.212594322,-29.60762167,,
3.448,-0.000212653,-0.212652773,-29.62314667,,
3.449,-0.000212711,-0.212711194,-29.63866167,,
3.45,-0.00021277,-0.212769586,-29.65416667,,
3.451,-0.000212828,-0.212827948,-29.66966167,,
3.452,-0.000212886,-0.21288628,-29.68514667,,
3.453,-0.000212945,-0.212944583,-29.70062167,,
3.454,-0.000213003,-0.213002856,-29.71608667,,
3.455,-0.000213061,-0.213061099,-29.73154167,,
3.456,-0.000213119,-0.213119313,-29.74698667,,
3.457,-0.000213177,-0.213177497,-29.76242167,,
3.458,-0.000213236,-0.213235651,-29.77784667,,
3.459,-0.000213294,-0.213293775,-29.79326167,,
3.46,-0.000213352,-0.213351869,-29.80866667,,
3.461,-0.00021341,-0.213409934,-29.82406167,,
3.462,-0.000213468,-0.213467969,-29.83944667,,
3.463,-0.000213526,-0.213525974,-29.85482167,,
3.464,-0.000213584,-0.213583949,-29.87018667,,
3.465,-0.000213642,-0.213641894,-29.88554167,,
3.466,-0.0002137,-0.21369981,-29.90088667,,
3.467,-0.000213758,-0.213757695,-29.91622167,,
3.468,-0.000213816,-0.213815551,-29.93154667,,
3.469,-0.000213873,-0.213873376,-29.94686167,,
3.47,-0.000213931,-0.213931172,-29.96216667,,
3.471,-0.000213989,-0.213988938,-29.97746167,,
3.472,-0.000214047,-0.214046673,-29.99274667,,
3.473,-0.000214104,-0.214104379,-30.00802167,,
3.474,-0.000214162,-0.214162055,-30.02328667,,
3.475,-0.00021422,-0.214219701,-30.03854167,,
3.476,-0.000214277,-0.214277316,-30.05378667,,
3.477,-0.000214335,-0.214334902,-30.06902167,,
3.478,-0.000214392,-0.214392458,-30.08424667,,
3.479,-0.00021445,-0.214449983,-30.09946167,,
3.48,-0.000214507,-0.214507478,-30.11466667,,
3.481,-0.000214565,-0.214564944,-30.12986167,,
3.482,-0.000214622,-0.214622379,-30.14504667,,
3.483,-0.00021468,-0.214679784,-30.16022167,,
3.484,-0.000214737,-0.214737159,-30.17538667,,
3.485,-0.000214795,-0.214794503,-30.19054167,,
3.486,-0.000214852,-0.214851818,-30.20568667,,
3.487,-0.000214909,-0.214909102,-30.22082167,,
3.488,-0.000214966,-0.214966356,-30.23594667,,
3.489,-0.000215024,-0.21502358,-30.25106167,,
3.49,-0.000215081,-0.215080773,-30.26616667,,
3.491,-0.000215138,-0.215137937,-30.28126167,,
3.492,-0.000215195,-0.21519507,-30.29634667,,
3.493,-0.000215252,-0.215252172,-30.31142167,,
3.494,-0.000215309,-0.215309245,-30.32648667,,
3.495,-0.000215366,-0.215366287,-30.34154167,,
3.496,-0.000215423,-0.215423298,-30.35658667,,
3.497,-0.00021548,-0.21548028,-30.37162167,,
3.498,-0.000215537,-0.215537231,-30.38664667,,
3.499,-0.000215594,-0.215594151,-30.40166167,,
3.5,-0.000215651,-0.215651042,-30.41666667,,
3.501,-0.000215708,-0.215707901,-30.43166167,,
3.502,-0.000215765,-0.215764731,-30.44664667,,
3.503,-0.000215822,-0.21582153,-30.46162167,,
3.504,-0.000215878,-0.215878298,-30.47658667,,
3.505,-0.000215935,-0.215935036,-30.49154167,,
3.506,-0.000215992,-0.215991744,-30.50648667,,
3.507,-0.000216048,-0.216048421,-30.52142167,,
3.508,-0.000216105,-0.216105067,-30.53634667,,
3.509,-0.000216162,-0.216161683,-30.55126167,,
3.51,-0.000216218,-0.216218268,-30.56616667,,
3.511,-0.000216275,-0.216274823,-30.58106167,,
3.512,-0.000216331,-0.216331347,-30.59594667,,
3.513,-0.000216388,-0.216387841,-30.61082167,,
3.514,-0.000216444,-0.216444304,-30.62568667,,
3.515,-0.000216501,-0.216500736,-30.64054167,,
3.516,-0.000216557,-0.216557138,-30.65538667,,
3.517,-0.000216614,-0.216613509,-30.67022167,,
3.518,-0.00021667,-0.21666985,-30.68504667,,
3.519,-0.000216726,-0.216726159,-30.69986167,,
3.52,-0.000216782,-0.216782438,-30.71466667,,
3.521,-0.000216839,-0.216838687,-30.72946167,,
3.522,-0.000216895,-0.216894904,-30.74424667,,
3.523,-0.000216951,-0.216951091,-30.75902167,,
3.524,-0.000217007,-0.217007247,-30.77378667,,
3.525,-0.000217063,-0.217063373,-30.78854167,,
3.526,-0.000217119,-0.217119467,-30.80328667,,
3.527,-0.000217176,-0.217175531,-30.81802167,,
3.528,-0.000217232,-0.217231564,-30.83274667,,
3.529,-0.000217288,-0.217287566,-30.84746167,,
3.53,-0.000217344,-0.217343537,-30.86216667,,
3.531,-0.000217399,-0.217399477,-30.87686167,,
3.532,-0.000217455,-0.217455387,-30.89154667,,
3.533,-0.000217511,-0.217511265,-30.90622167,,
3.534,-0.000217567,-0.217567113,-30.92088667,,
3.535,-0.000217623,-0.21762293,-30.93554167,,
3.536,-0.000217679,-0.217678716,-30.95018667,,
3.537,-0.000217734,-0.217734471,-30.96482167,,
3.538,-0.00021779,-0.217790195,-30.97944667,,
3.539,-0.000217846,-0.217845887,-30.99406167,,
3.54,-0.000217902,-0.217901549,-31.00866667,,
3.541,-0.000217957,-0.21795718,-31.02326167,,
3.542,-0.000218013,-0.21801278,-31.03784667,,
3.543,-0.000218068,-0.218068349,-31.05242167,,
3.544,-0.000218124,-0.218123887,-31.06698667,,
3.545,-0.000218179,-0.218179394,-31.08154167,,
3.546,-0.000218235,-0.218234869,-31.09608667,,
3.547,-0.00021829,-0.218290314,-31.11062167,,
3.548,-0.000218346,-0.218345727,-31.12514667,,
3.549,-0.000218401,-0.21840111,-31.13966167,,
3.55,-0.000218456,-0.218456461,-31.15416667,,
3.551,-0.000218512,-0.218511781,-31.16866167,,
3.552,-0.000218567,-0.21856707,-31.18314667,,
3.553,-0.000218622,-0.218622328,-31.19762167,,
3.554,-0.000218678,-0.218677554,-31.21208667,,
3.555,-0.000218733,-0.218732749,-31.22654167,,
3.556,-0.000218788,-0.218787913,-31.24098667,,
3.557,-0.000218843,-0.218843046,-31.25542167,,
3.558,-0.000218898,-0.218898148,-31.26984667,,
3.559,-0.000218953,-0.218953218,-31.28426167,,
3.56,-0.000219008,-0.219008257,-31.29866667,,
3.561,-0.000219063,-0.219063265,-31.31306167,,
3.562,-0.000219118,-0.219118241,-31.32744667,,
3.563,-0.000219173,-0.219173186,-31.34182167,,
3.564,-0.000219228,-0.2192281,-31.35618667,,
3.565,-0.000219283,-0.219282982,-31.37054167,,
3.566,-0.000219338,-0.219337833,-31.38488667,,
3.567,-0.000219393,-0.219392653,-31.39922167,,
3.568,-0.000219447,-0.219447441,-31.41354667,,
3.569,-0.000219502,-0.219502198,-31.42786167,,
3.57,-0.000219557,-0.219556923,-31.44216667,,
3.571,-0.000219612,-0.219611617,-31.45646167,,
3.572,-0.000219666,-0.21966628,-31.47074667,,
3.573,-0.000219721,-0.219720911,-31.48502167,,
3.574,-0.000219776,-0.21977551,-31.49928667,,
3.575,-0.00021983,-0.219830078,-31.51354167,,
3.576,-0.000219885,-0.219884615,-31.52778667,,
3.577,-0.000219939,-0.21993912,-31.54202167,,
3.578,-0.000219994,-0.219993593,-31.55624667,,
3.579,-0.000220048,-0.220048035,-31.57046167,,
3.58,-0.000220102,-0.220102445,-31.58466667,,
3.581,-0.000220157,-0.220156824,-31.59886167,,
3.582,-0.000220211,-0.220211171,-31.61304667,,
3.583,-0.000220265,-0.220265487,-31.62722167,,
3.584,-0.00022032,-0.220319771,-31.64138667,,
3.585,-0.000220374,-0.220374023,-31.65554167,,
3.586,-0.000220428,-0.220428243,-31.66968667,,
3.587,-0.000220482,-0.220482432,-31.68382167,,
3.588,-0.000220537,-0.22053659,-31.69794667,,
3.589,-0.000220591,-0.220590715,-31.71206167,,
3.59,-0.000220645,-0.220644809,-31.72616667,,
3.591,-0.000220699,-0.220698871,-31.74026167,,
3.592,-0.000220753,-0.220752901,-31.75434667,,
3.593,-0.000220807,-0.2208069,-31.76842167,,
3.594,-0.000220861,-0.220860867,-31.78248667,,
3.595,-0.000220915,-0.220914802,-31.79654167,,
3.596,-0.000220969,-0.220968705,-31.81058667,,
3.597,-0.000221023,-0.221022577,-31.82462167,,
3.598,-0.000221076,-0.221076416,-31.83864667,,
3.599,-0.00022113,-0.221130224,-31.85266167,,
3.6,-0.000221184,-0.221184,-31.86666667,,
3.601,-0.000221238,-0.221237744,-31.88066167,,
3.602,-0.000221291,-0.221291456,-31.89464667,,
3.603,-0.000221345,-0.221345137,-31.90862167,,
3.604,-0.000221399,-0.221398785,-31.92258667,,
3.605,-0.000221452,-0.221452401,-31.93654167,,
3.606,-0.000221506,-0.221505986,-31.95048667,,
3.607,-0.00022156,-0.221559538,-31.96442167,,
3.608,-0.000221613,-0.221613059,-31.97834667,,
3.609,-0.000221667,-0.221666548,-31.99226167,,
3.61,-0.00022172,-0.221720004,-32.00616667,,
3.611,-0.000221773,-0.221773429,-32.02006167,,
3.612,-0.000221827,-0.221826822,-32.03394667,,
3.613,-0.00022188,-0.221880182,-32.04782167,,
3.614,-0.000221934,-0.221933511,-32.06168667,,
3.615,-0.000221987,-0.221986807,-32.07554167,,
3.616,-0.00022204,-0.222040072,-32.08938667,,
3.617,-0.000222093,-0.222093304,-32.10322167,,
3.618,-0.000222147,-0.222146504,-32.11704667,,
3.619,-0.0002222,-0.222199672,-32.13086167,,
3.62,-0.000222253,-0.222252808,-32.14466667,,
3.621,-0.000222306,-0.222305912,-32.15846167,,
3.622,-0.000222359,-0.222358984,-32.17224667,,
3.623,-0.000222412,-0.222412023,-32.18602167,,
3.624,-0.000222465,-0.22246503,-32.19978667,,
3.625,-0.000222518,-0.222518005,-32.21354167,,
3.626,-0.000222571,-0.222570948,-32.22728667,,
3.627,-0.000222624,-0.222623859,-32.24102167,,
3.628,-0.000222677,-0.222676737,-32.25474667,,
3.629,-0.00022273,-0.222729583,-32.26846167,,
3.63,-0.000222782,-0.222782397,-32.28216667,,
3.631,-0.000222835,-0.222835179,-32.29586167,,
3.632,-0.000222888,-0.222887928,-32.30954667,,
3.633,-0.000222941,-0.222940645,-32.32322167,,
3.634,-0.000222993,-0.22299333,-32.33688667,,
3.635,-0.000223046,-0.223045982,-32.35054167,,
3.636,-0.000223099,-0.223098602,-32.36418667,,
3.637,-0.000223151,-0.22315119,-32.37782167,,
3.638,-0.000223204,-0.223203745,-32.39144667,,
3.639,-0.000223256,-0.223256268,-32.40506167,,
3.64,-0.000223309,-0.223308758,-32.41866667,,
3.641,-0.000223361,-0.223361216,-32.43226167,,
3.642,-0.000223414,-0.223413642,-32.44584667,,
3.643,-0.000223466,-0.223466035,-32.45942167,,
3.644,-0.000223518,-0.223518396,-32.47298667,,
3.645,-0.000223571,-0.223570724,-32.48654167,,
3.646,-0.000223623,-0.22362302,-32.50008667,,
3.647,-0.000223675,-0.223675283,-32.51362167,,
3.648,-0.000223728,-0.223727514,-32.52714667,,
3.649,-0.00022378,-0.223779712,-32.54066167,,
3.65,-0.000223832,-0.223831878,-32.55416667,,
3.651,-0.000223884,-0.223884011,-32.56766167,,
3.652,-0.000223936,-0.223936111,-32.58114667,,
3.653,-0.000223988,-0.223988179,-32.59462167,,
3.654,-0.00022404,-0.224040215,-32.60808667,,
3.655,-0.000224092,-0.224092217,-32.62154167,,
3.656,-0.000224144,-0.224144187,-32.63498667,,
3.657,-0.000224196,-0.224196125,-32.64842167,,
3.658,-0.000224248,-0.22424803,-32.66184667,,
3.659,-0.0002243,-0.224299902,-32.67526167,,
3.66,-0.000224352,-0.224351741,-32.68866667,,
3.661,-0.000224404,-0.224403548,-32.70206167,,
3.662,-0.000224455,-0.224455322,-32.71544667,,
3.663,-0.000224507,-0.224507064,-32.72882167,,
3.664,-0.000224559,-0.224558772,-32.74218667,,
3.665,-0.00022461,-0.224610448,-32.75554167,,
3.666,-0.000224662,-0.224662091,-32.76888667,,
3.667,-0.000224714,-0.224713702,-32.78222167,,
3.668,-0.000224765,-0.22476528,-32.79554667,,
3.669,-0.000224817,-0.224816824,-32.80886167,,
3.67,-0.000224868,-0.224868336,-32.82216667,,
3.671,-0.00022492,-0.224919816,-32.83546167,,
3.672,-0.000224971,-0.224971262,-32.84874667,,
3.673,-0.000225023,-0.225022675,-32.86202167,,
3.674,-0.000225074,-0.225074056,-32.87528667,,
3.675,-0.000225125,-0.225125404,-32.88854167,,
3.676,-0.000225177,-0.225176719,-32.90178667,,
3.677,-0.000225228,-0.225228001,-32.91502167,,
3.678,-0.000225279,-0.22527925,-32.92824667,,
3.679,-0.00022533,-0.225330466,-32.94146167,,
3.68,-0.000225382,-0.225381649,-32.95466667,,
3.681,-0.000225433,-0.225432799,-32.96786167,,
3.682,-0.000225484,-0.225483917,-32.98104667,,
3.683,-0.000225535,-0.225535001,-32.99422167,,
3.684,-0.000225586,-0.225586052,-33.00738667,,
3.685,-0.000225637,-0.22563707,-33.02054167,,
3.686,-0.000225688,-0.225688056,-33.03368667,,
3.687,-0.000225739,-0.225739008,-33.04682167,,
3.688,-0.00022579,-0.225789927,-33.05994667,,
3.689,-0.000225841,-0.225840813,-33.07306167,,
3.69,-0.000225892,-0.225891666,-33.08616667,,
3.691,-0.000225942,-0.225942486,-33.09926167,,
3.692,-0.000225993,-0.225993273,-33.11234667,,
3.693,-0.000226044,-0.226044027,-33.12542167,,
3.694,-0.000226095,-0.226094748,-33.13848667,,
3.695,-0.000226145,-0.226145435,-33.15154167,,
3.696,-0.000226196,-0.226196089,-33.16458667,,
3.697,-0.000226247,-0.226246711,-33.17762167,,
3.698,-0.000226297,-0.226297299,-33.19064667,,
3.699,-0.000226348,-0.226347853,-33.20366167,,
3.7,-0.000226398,-0.226398375,-33.21666667,,
3.701,-0.000226449,-0.226448863,-33.22966167,,
3.702,-0.000226499,-0.226499319,-33.24264667,,
3.703,-0.00022655,-0.22654974,-33.25562167,,
3.704,-0.0002266,-0.226600129,-33.26858667,,
3.705,-0.00022665,-0.226650485,-33.28154167,,
3.706,-0.000226701,-0.226700807,-33.29448667,,
3.707,-0.000226751,-0.226751095,-33.30742167,,
3.708,-0.000226801,-0.226801351,-33.32034667,,
3.709,-0.000226852,-0.226851573,-33.33326167,,
3.71,-0.000226902,-0.226901762,-33.34616667,,
3.711,-0.000226952,-0.226951918,-33.35906167,,
3.712,-0.000227002,-0.22700204,-33.37194667,,
3.713,-0.000227052,-0.227052128,-33.38482167,,
3.714,-0.000227102,-0.227102184,-33.39768667,,
3.715,-0.000227152,-0.227152206,-33.41054167,,
3.716,-0.000227202,-0.227202194,-33.42338667,,
3.717,-0.000227252,-0.22725215,-33.43622167,,
3.718,-0.000227302,-0.227302071,-33.44904667,,
3.719,-0.000227352,-0.22735196,-33.46186167,,
3.72,-0.000227402,-0.227401814,-33.47466667,,
3.721,-0.000227452,-0.227451636,-33.48746167,,
3.722,-0.000227501,-0.227501424,-33.50024667,,
3.723,-0.000227551,-0.227551178,-33.51302167,,
3.724,-0.000227601,-0.227600899,-33.52578667,,
3.725,-0.000227651,-0.227650586,-33.53854167,,
3.726,-0.0002277,-0.22770024,-33.55128667,,
3.727,-0.00022775,-0.22774986,-33.56402167,,
3.728,-0.000227799,-0.227799447,-33.57674667,,
3.729,-0.000227849,-0.227849,-33.58946167,,
3.73,-0.000227899,-0.227898519,-33.60216667,,
3.731,-0.000227948,-0.227948005,-33.61486167,,
3.732,-0.000227997,-0.227997458,-33.62754667,,
3.733,-0.000228047,-0.228046876,-33.64022167,,
3.734,-0.000228096,-0.228096261,-33.65288667,,
3.735,-0.000228146,-0.228145613,-33.66554167,,
3.736,-0.000228195,-0.22819493,-33.67818667,,
3.737,-0.000228244,-0.228244214,-33.69082167,,
3.738,-0.000228293,-0.228293465,-33.70344667,,
3.739,-0.000228343,-0.228342681,-33.71606167,,
3.74,-0.000228392,-0.228391864,-33.72866667,,
3.741,-0.000228441,-0.228441013,-33.74126167,,
3.742,-0.00022849,-0.228490129,-33.75384667,,
3.743,-0.000228539,-0.22853921,-33.76642167,,
3.744,-0.000228588,-0.228588258,-33.77898667,,
3.745,-0.000228637,-0.228637272,-33.79154167,,
3.746,-0.000228686,-0.228686253,-33.80408667,,
3.747,-0.000228735,-0.228735199,-33.81662167,,
3.748,-0.000228784,-0.228784112,-33.82914667,,
3.749,-0.000228833,-0.228832991,-33.84166167,,
3.75,-0.000228882,-0.228881836,-33.85416667,,
3.751,-0.000228931,-0.228930647,-33.86666167,,
3.752,-0.000228979,-0.228979424,-33.87914667,,
3.753,-0.000229028,-0.229028168,-33.89162167,,
3.754,-0.000229077,-0.229076877,-33.90408667,,
3.755,-0.000229126,-0.229125553,-33.91654167,,
3.756,-0.000229174,-0.229174195,-33.92898667,,
3.757,-0.000229223,-0.229222803,-33.94142167,,
3.758,-0.000229271,-0.229271377,-33.95384667,,
3.759,-0.00022932,-0.229319916,-33.96626167,,
3.76,-0.000229368,-0.229368422,-33.97866667,,
3.761,-0.000229417,-0.229416894,-33.99106167,,
3.762,-0.000229465,-0.229465332,-34.00344667,,
3.763,-0.000229514,-0.229513736,-34.01582167,,
3.764,-0.000229562,-0.229562106,-34.02818667,,
3.765,-0.00022961,-0.229610442,-34.04054167,,
3.766,-0.000229659,-0.229658744,-34.05288667,,
3.767,-0.000229707,-0.229707012,-34.06522167,,
3.768,-0.000229755,-0.229755246,-34.07754667,,
3.769,-0.000229803,-0.229803445,-34.08986167,,
3.77,-0.000229852,-0.229851611,-34.10216667,,
3.771,-0.0002299,-0.229899743,-34.11446167,,
3.772,-0.000229948,-0.22994784,-34.12674667,,
3.773,-0.000229996,-0.229995903,-34.13902167,,
3.774,-0.000230044,-0.230043932,-34.15128667,,
3.775,-0.000230092,-0.230091927,-34.16354167,,
3.776,-0.00023014,-0.230139888,-34.17578667,,
3.777,-0.000230188,-0.230187815,-34.18802167,,
3.778,-0.000230236,-0.230235707,-34.20024667,,
