x,u_m,u_mm,M,,,,,
-4.553,-7.60E-06,-0.007597721,61.98237833,,,,,
-4.552,-7.63E-06,-0.007630156,61.93685333,,,,,
-4.551,-7.66E-06,-0.007662652,61.89133833,,,,,
-4.55,-7.70E-06,-0.007695211,61.84583333,,,,,
-4.549,-7.73E-06,-0.007727831,61.80033833,,,,,
-4.548,-7.76E-06,-0.007760513,61.75485333,,,,,
-4.547,-7.79E-06,-0.007793257,61.70937833,,,,,
-4.546,-7.83E-06,-0.007826063,61.66391333,,,,,
-4.545,-7.86E-06,-0.00785893,61.61845833,,,,,
-4.544,-7.89E-06,-0.007891859,61.57301333,,,,,
-4.543,-7.92E-06,-0.007924849,61.52757833,,,,,
-4.542,-7.96E-06,-0.007957901,61.48215333,,,,,
-4.541,-7.99E-06,-0.007991015,61.43673833,,,,,
-4.54,-8.02E-06,-0.008024189,61.39133333,,,,,
-4.539,-8.06E-06,-0.008057426,61.34593833,,,,,
-4.538,-8.09E-06,-0.008090723,61.30055333,,,,,
-4.537,-8.12E-06,-0.008124082,61.25517833,,,,,
-4.536,-8.16E-06,-0.008157502,61.20981333,,,,,
-4.535,-8.19E-06,-0.008190984,61.16445833,,,,,
-4.534,-8.22E-06,-0.008224526,61.11911333,,,,,
-4.533,-8.26E-06,-0.00825813,61.07377833,,,,,
-4.532,-8.29E-06,-0.008291795,61.02845333,,,,,
-4.531,-8.33E-06,-0.00832552,60.98313833,,,,,
-4.53,-8.36E-06,-0.008359307,60.93783333,,,,,
-4.529,-8.39E-06,-0.008393155,60.89253833,,,,,
-4.528,-8.43E-06,-0.008427063,60.84725333,,,,,
-4.527,-8.46E-06,-0.008461033,60.80197833,,,,,
-4.526,-8.50E-06,-0.008495063,60.75671333,,,,,
-4.525,-8.53E-06,-0.008529154,60.71145833,,,,,
-4.524,-8.56E-06,-0.008563305,60.66621333,,,,,
-4.523,-8.60E-06,-0.008597518,60.62097833,,,,,
-4.522,-8.63E-06,-0.008631791,60.57575333,,,,,
-4.521,-8.67E-06,-0.008666124,60.53053833,,,,,
-4.52,-8.70E-06,-0.008700518,60.48533333,,,,,
-4.519,-8.73E-06,-0.008734973,60.44013833,,,,,
-4.518,-8.77E-06,-0.008769488,60.39495333,,,,,
-4.517,-8.80E-06,-0.008804063,60.34977833,,,,,
-4.516,-8.84E-06,-0.008838699,60.30461333,,,,,
-4.515,-8.87E-06,-0.008873395,60.25945833,,,,,
-4.514,-8.91E-06,-0.008908151,60.21431333,,,,,
-4.513,-8.94E-06,-0.008942968,60.16917833,,,,,
-4.512,-8.98E-06,-0.008977845,60.12405333,,,,,
-4.511,-9.01E-06,-0.009012781,60.07893833,,,,,
-4.51,-9.05E-06,-0.009047778,60.03383333,,,,,
-4.509,-9.08E-06,-0.009082835,59.98873833,,,,,
-4.508,-9.12E-06,-0.009117952,59.94365333,,,,,
-4.507,-9.15E-06,-0.009153129,59.89857833,,,,,
-4.506,-9.19E-06,-0.009188366,59.85351333,,,,,
-4.505,-9.22E-06,-0.009223662,59.80845833,,,,,
-4.504,-9.26E-06,-0.009259019,59.76341333,,,,,
-4.503,-9.29E-06,-0.009294435,59.71837833,,,,,
-4.502,-9.33E-06,-0.009329911,59.67335333,,,,,
-4.501,-9.37E-06,-0.009365446,59.62833833,,,,,
-4.5,-9.40E-06,-0.009401042,59.58333333,,,,,
-4.499,-9.44E-06,-0.009436696,59.53833833,,,,,
-4.498,-9.47E-06,-0.009472411,59.49335333,,,,,
-4.497,-9.51E-06,-0.009508185,59.44837833,,,,,
-4.496,-9.54E-06,-0.009544018,59.40341333,,,,,
-4.495,-9.58E-06,-0.009579911,59.35845833,,,,,
-4.494,-9.62E-06,-0.009615863,59.31351333,,,,,
-4.493,-9.65E-06,-0.009651874,59.26857833,,,,,
-4.492,-9.69E-06,-0.009687944,59.22365333,,,,,
-4.491,-9.72E-06,-0.009724074,59.17873833,,,,,
-4.49,-9.76E-06,-0.009760263,59.13383333,,,,,
-4.489,-9.80E-06,-0.009796511,59.08893833,,,,,
-4.488,-9.83E-06,-0.009832819,59.04405333,,,,,
-4.487,-9.87E-06,-0.009869185,58.99917833,,,,,
-4.486,-9.91E-06,-0.00990561,58.95431333,,,,,
-4.485,-9.94E-06,-0.009942095,58.90945833,,,,,
-4.484,-9.98E-06,-0.009978638,58.86461333,,,,,
-4.483,-1.00E-05,-0.01001524,58.81977833,,,,,
-4.482,-1.01E-05,-0.0100519,58.77495333,,,,,
-4.481,-1.01E-05,-0.01008862,58.73013833,,,,,
-4.48,-1.01E-05,-0.010125398,58.68533333,,,,,
-4.479,-1.02E-05,-0.010162235,58.64053833,,,,,
-4.478,-1.02E-05,-0.010199131,58.59575333,,,,,
-4.477,-1.02E-05,-0.010236085,58.55097833,,,,,
-4.476,-1.03E-05,-0.010273098,58.50621333,,,,,
-4.475,-1.03E-05,-0.010310169,58.46145833,,,,,
-4.474,-1.03E-05,-0.010347299,58.41671333,,,,,
-4.473,-1.04E-05,-0.010384487,58.37197833,,,,,
-4.472,-1.04E-05,-0.010421734,58.32725333,,,,,
-4.471,-1.05E-05,-0.010459039,58.28253833,,,,,
-4.47,-1.05E-05,-0.010496402,58.23783333,,,,,
-4.469,-1.05E-05,-0.010533823,58.19313833,,,,,
-4.468,-1.06E-05,-0.010571303,58.14845333,,,,,
-4.467,-1.06E-05,-0.010608841,58.10377833,,,,,
-4.466,-1.06E-05,-0.010646437,58.05911333,,,,,
-4.465,-1.07E-05,-0.010684091,58.01445833,,,,,
-4.464,-1.07E-05,-0.010721802,57.96981333,,,,,
-4.463,-1.08E-05,-0.010759572,57.92517833,,,,,
-4.462,-1.08E-05,-0.0107974,57.88055333,,,,,
-4.461,-1.08E-05,-0.010835286,57.83593833,,,,,
-4.46,-1.09E-05,-0.010873229,57.79133333,,,,,
-4.459,-1.09E-05,-0.010911231,57.74673833,,,,,
-4.458,-1.09E-05,-0.01094929,57.70215333,,,,,
-4.457,-1.10E-05,-0.010987407,57.65757833,,,,,
-4.456,-1.10E-05,-0.011025581,57.61301333,,,,,
-4.455,-1.11E-05,-0.011063813,57.56845833,,,,,
-4.454,-1.11E-05,-0.011102103,57.52391333,,,,,
-4.453,-1.11E-05,-0.01114045,57.47937833,,,,,
-4.452,-1.12E-05,-0.011178854,57.43485333,,,,,
-4.451,-1.12E-05,-0.011217316,57.39033833,,,,,
-4.45,-1.13E-05,-0.011255836,57.34583333,,,,,
-4.449,-1.13E-05,-0.011294413,57.30133833,,,,,
-4.448,-1.13E-05,-0.011333047,57.25685333,,,,,
-4.447,-1.14E-05,-0.011371738,57.21237833,,,,,
-4.446,-1.14E-05,-0.011410487,57.16791333,,,,,
-4.445,-1.14E-05,-0.011449292,57.12345833,,,,,
-4.444,-1.15E-05,-0.011488155,57.07901333,,,,,
-4.443,-1.15E-05,-0.011527075,57.03457833,,,,,
-4.442,-1.16E-05,-0.011566052,56.99015333,,,,,
-4.441,-1.16E-05,-0.011605086,56.94573833,,,,,
-4.44,-1.16E-05,-0.011644177,56.90133333,,,,,
-4.439,-1.17E-05,-0.011683325,56.85693833,,,,,
-4.438,-1.17E-05,-0.01172253,56.81255333,,,,,
-4.437,-1.18E-05,-0.011761791,56.76817833,,,,,
-4.436,-1.18E-05,-0.011801109,56.72381333,,,,,
-4.435,-1.18E-05,-0.011840484,56.67945833,,,,,
-4.434,-1.19E-05,-0.011879916,56.63511333,,,,,
-4.433,-1.19E-05,-0.011919404,56.59077833,,,,,
-4.432,-1.20E-05,-0.011958949,56.54645333,,,,,
-4.431,-1.20E-05,-0.01199855,56.50213833,,,,,
-4.43,-1.20E-05,-0.012038208,56.45783333,,,,,
-4.429,-1.21E-05,-0.012077923,56.41353833,,,,,
-4.428,-1.21E-05,-0.012117694,56.36925333,,,,,
-4.427,-1.22E-05,-0.012157521,56.32497833,,,,,
-4.426,-1.22E-05,-0.012197404,56.28071333,,,,,
-4.425,-1.22E-05,-0.012237344,56.23645833,,,,,
-4.424,-1.23E-05,-0.01227734,56.19221333,,,,,
-4.423,-1.23E-05,-0.012317392,56.14797833,,,,,
-4.422,-1.24E-05,-0.0123575,56.10375333,,,,,
-4.421,-1.24E-05,-0.012397665,56.05953833,,,,,
-4.42,-1.24E-05,-0.012437885,56.01533333,,,,,
-4.419,-1.25E-05,-0.012478162,55.97113833,,,,,
-4.418,-1.25E-05,-0.012518494,55.92695333,,,,,
-4.417,-1.26E-05,-0.012558883,55.88277833,,,,,
-4.416,-1.26E-05,-0.012599327,55.83861333,,,,,
-4.415,-1.26E-05,-0.012639827,55.79445833,,,,,
-4.414,-1.27E-05,-0.012680383,55.75031333,,,,,
-4.413,-1.27E-05,-0.012720995,55.70617833,,,,,
-4.412,-1.28E-05,-0.012761662,55.66205333,,,,,
-4.411,-1.28E-05,-0.012802385,55.61793833,,,,,
-4.41,-1.28E-05,-0.012843164,55.57383333,,,,,
-4.409,-1.29E-05,-0.012883998,55.52973833,,,,,
-4.408,-1.29E-05,-0.012924888,55.48565333,,,,,
-4.407,-1.30E-05,-0.012965833,55.44157833,,,,,
-4.406,-1.30E-05,-0.013006834,55.39751333,,,,,
-4.405,-1.30E-05,-0.01304789,55.35345833,,,,,
-4.404,-1.31E-05,-0.013089002,55.30941333,,,,,
-4.403,-1.31E-05,-0.013130168,55.26537833,,,,,
-4.402,-1.32E-05,-0.01317139,55.22135333,,,,,
-4.401,-1.32E-05,-0.013212668,55.17733833,,,,,
-4.4,-0.000013254,-0.013254,55.13333333,,,,,
-4.399,-1.33E-05,-0.013295388,55.08933833,,,,,
-4.398,-1.33E-05,-0.01333683,55.04535333,,,,,
-4.397,-1.34E-05,-0.013378328,55.00137833,,,,,
-4.396,-1.34E-05,-0.013419881,54.95741333,,,,,
-4.395,-1.35E-05,-0.013461488,54.91345833,,,,,
-4.394,-1.35E-05,-0.013503151,54.86951333,,,,,
-4.393,-1.35E-05,-0.013544868,54.82557833,,,,,
-4.392,-1.36E-05,-0.013586641,54.78165333,,,,,
-4.391,-1.36E-05,-0.013628468,54.73773833,,,,,
-4.39,-1.37E-05,-0.013670349,54.69383333,,,,,
-4.389,-1.37E-05,-0.013712286,54.64993833,,,,,
-4.388,-1.38E-05,-0.013754277,54.60605333,,,,,
-4.387,-1.38E-05,-0.013796323,54.56217833,,,,,
-4.386,-1.38E-05,-0.013838423,54.51831333,,,,,
-4.385,-1.39E-05,-0.013880578,54.47445833,,,,,
-4.384,-1.39E-05,-0.013922787,54.43061333,,,,,
-4.383,-1.40E-05,-0.013965051,54.38677833,,,,,
-4.382,-1.40E-05,-0.014007369,54.34295333,,,,,
-4.381,-1.40E-05,-0.014049741,54.29913833,,,,,
-4.38,-1.41E-05,-0.014092168,54.25533333,,,,,
-4.379,-1.41E-05,-0.014134649,54.21153833,,,,,
-4.378,-1.42E-05,-0.014177184,54.16775333,,,,,
-4.377,-1.42E-05,-0.014219774,54.12397833,,,,,
-4.376,-1.43E-05,-0.014262417,54.08021333,,,,,
-4.375,-1.43E-05,-0.014305115,54.03645833,,,,,
-4.374,-1.43E-05,-0.014347866,53.99271333,,,,,
-4.373,-1.44E-05,-0.014390672,53.94897833,,,,,
-4.372,-1.44E-05,-0.014433532,53.90525333,,,,,
-4.371,-1.45E-05,-0.014476445,53.86153833,,,,,
-4.37,-1.45E-05,-0.014519412,53.81783333,,,,,
-4.369,-1.46E-05,-0.014562433,53.77413833,,,,,
-4.368,-1.46E-05,-0.014605508,53.73045333,,,,,
-4.367,-1.46E-05,-0.014648637,53.68677833,,,,,
-4.366,-1.47E-05,-0.014691819,53.64311333,,,,,
-4.365,-1.47E-05,-0.014735055,53.59945833,,,,,
-4.364,-1.48E-05,-0.014778345,53.55581333,,,,,
-4.363,-1.48E-05,-0.014821688,53.51217833,,,,,
-4.362,-1.49E-05,-0.014865085,53.46855333,,,,,
-4.361,-1.49E-05,-0.014908535,53.42493833,,,,,
-4.36,-1.50E-05,-0.014952038,53.38133333,,,,,
-4.359,-1.50E-05,-0.014995595,53.33773833,,,,,
-4.358,-1.50E-05,-0.015039206,53.29415333,,,,,
-4.357,-1.51E-05,-0.015082869,53.25057833,,,,,
-4.356,-1.51E-05,-0.015126586,53.20701333,,,,,
-4.355,-1.52E-05,-0.015170356,53.16345833,,,,,
-4.354,-1.52E-05,-0.015214179,53.11991333,,,,,
-4.353,-1.53E-05,-0.015258055,53.07637833,,,,,
-4.352,-1.53E-05,-0.015301985,53.03285333,,,,,
-4.351,-1.53E-05,-0.015345967,52.98933833,,,,,
-4.35,-1.54E-05,-0.015390003,52.94583333,,,,,
-4.349,-1.54E-05,-0.015434091,52.90233833,,,,,
-4.348,-1.55E-05,-0.015478232,52.85885333,,,,,
-4.347,-1.55E-05,-0.015522426,52.81537833,,,,,
-4.346,-1.56E-05,-0.015566673,52.77191333,,,,,
-4.345,-1.56E-05,-0.015610973,52.72845833,,,,,
-4.344,-1.57E-05,-0.015655325,52.68501333,,,,,
-4.343,-1.57E-05,-0.01569973,52.64157833,,,,,
-4.342,-1.57E-05,-0.015744188,52.59815333,,,,,
-4.341,-1.58E-05,-0.015788699,52.55473833,,,,,
-4.34,-1.58E-05,-0.015833261,52.51133333,,,,,
-4.339,-1.59E-05,-0.015877877,52.46793833,,,,,
-4.338,-1.59E-05,-0.015922545,52.42455333,,,,,
-4.337,-1.60E-05,-0.015967265,52.38117833,,,,,
-4.336,-1.60E-05,-0.016012038,52.33781333,,,,,
-4.335,-1.61E-05,-0.016056863,52.29445833,,,,,
-4.334,-1.61E-05,-0.01610174,52.25111333,,,,,
-4.333,-1.61E-05,-0.01614667,52.20777833,,,,,
-4.332,-1.62E-05,-0.016191651,52.16445333,,,,,
-4.331,-1.62E-05,-0.016236685,52.12113833,,,,,
-4.33,-1.63E-05,-0.016281771,52.07783333,,,,,
-4.329,-1.63E-05,-0.016326909,52.03453833,,,,,
-4.328,-1.64E-05,-0.0163721,51.99125333,,,,,
-4.327,-1.64E-05,-0.016417342,51.94797833,,,,,
-4.326,-1.65E-05,-0.016462636,51.90471333,,,,,
-4.325,-1.65E-05,-0.016507982,51.86145833,,,,,
-4.324,-1.66E-05,-0.01655338,51.81821333,,,,,
-4.323,-1.66E-05,-0.01659883,51.77497833,,,,,
-4.322,-1.66E-05,-0.016644331,51.73175333,,,,,
-4.321,-1.67E-05,-0.016689884,51.68853833,,,,,
-4.32,-1.67E-05,-0.016735489,51.64533333,,,,,
-4.319,-1.68E-05,-0.016781146,51.60213833,,,,,
-4.318,-1.68E-05,-0.016826854,51.55895333,,,,,
-4.317,-1.69E-05,-0.016872613,51.51577833,,,,,
-4.316,-1.69E-05,-0.016918425,51.47261333,,,,,
-4.315,-1.70E-05,-0.016964287,51.42945833,,,,,
-4.314,-1.70E-05,-0.017010201,51.38631333,,,,,
-4.313,-1.71E-05,-0.017056167,51.34317833,,,,,
-4.312,-1.71E-05,-0.017102184,51.30005333,,,,,
-4.311,-1.71E-05,-0.017148252,51.25693833,,,,,
-4.31,-1.72E-05,-0.017194371,51.21383333,,,,,
-4.309,-1.72E-05,-0.017240542,51.17073833,,,,,
-4.308,-1.73E-05,-0.017286764,51.12765333,,,,,
-4.307,-1.73E-05,-0.017333037,51.08457833,,,,,
-4.306,-1.74E-05,-0.017379361,51.04151333,,,,,
-4.305,-1.74E-05,-0.017425736,50.99845833,,,,,
-4.304,-1.75E-05,-0.017472162,50.95541333,,,,,
-4.303,-1.75E-05,-0.017518639,50.91237833,,,,,
-4.302,-1.76E-05,-0.017565167,50.86935333,,,,,
-4.301,-1.76E-05,-0.017611745,50.82633833,,,,,
-4.3,-1.77E-05,-0.017658375,50.78333333,,,,,
-4.299,-1.77E-05,-0.017705055,50.74033833,,,,,
-4.298,-1.78E-05,-0.017751787,50.69735333,,,,,
-4.297,-1.78E-05,-0.017798568,50.65437833,,,,,
-4.296,-1.78E-05,-0.017845401,50.61141333,,,,,
-4.295,-1.79E-05,-0.017892284,50.56845833,,,,,
-4.294,-1.79E-05,-0.017939218,50.52551333,,,,,
-4.293,-1.80E-05,-0.017986202,50.48257833,,,,,
-4.292,-1.80E-05,-0.018033236,50.43965333,,,,,
-4.291,-1.81E-05,-0.018080322,50.39673833,,,,,
-4.29,-1.81E-05,-0.018127457,50.35383333,,,,,
-4.289,-1.82E-05,-0.018174643,50.31093833,,,,,
-4.288,-1.82E-05,-0.018221879,50.26805333,,,,,
-4.287,-1.83E-05,-0.018269165,50.22517833,,,,,
-4.286,-1.83E-05,-0.018316502,50.18231333,,,,,
-4.285,-1.84E-05,-0.018363889,50.13945833,,,,,
-4.284,-1.84E-05,-0.018411326,50.09661333,,,,,
-4.283,-1.85E-05,-0.018458813,50.05377833,,,,,
-4.282,-1.85E-05,-0.01850635,50.01095333,,,,,
-4.281,-1.86E-05,-0.018553937,49.96813833,,,,,
-4.28,-1.86E-05,-0.018601574,49.92533333,,,,,
-4.279,-1.86E-05,-0.018649261,49.88253833,,,,,
-4.278,-1.87E-05,-0.018696998,49.83975333,,,,,
-4.277,-1.87E-05,-0.018744785,49.79697833,,,,,
-4.276,-1.88E-05,-0.018792622,49.75421333,,,,,
-4.275,-1.88E-05,-0.018840508,49.71145833,,,,,
-4.274,-1.89E-05,-0.018888444,49.66871333,,,,,
-4.273,-1.89E-05,-0.01893643,49.62597833,,,,,
-4.272,-1.90E-05,-0.018984465,49.58325333,,,,,
-4.271,-1.90E-05,-0.01903255,49.54053833,,,,,
-4.27,-1.91E-05,-0.019080684,49.49783333,,,,,
-4.269,-1.91E-05,-0.019128868,49.45513833,,,,,
-4.268,-1.92E-05,-0.019177102,49.41245333,,,,,
-4.267,-1.92E-05,-0.019225384,49.36977833,,,,,
-4.266,-1.93E-05,-0.019273717,49.32711333,,,,,
-4.265,-1.93E-05,-0.019322098,49.28445833,,,,,
-4.264,-1.94E-05,-0.019370529,49.24181333,,,,,
-4.263,-1.94E-05,-0.019419009,49.19917833,,,,,
-4.262,-1.95E-05,-0.019467538,49.15655333,,,,,
-4.261,-1.95E-05,-0.019516117,49.11393833,,,,,
-4.26,-1.96E-05,-0.019564744,49.07133333,,,,,
-4.259,-1.96E-05,-0.019613421,49.02873833,,,,,
-4.258,-1.97E-05,-0.019662146,48.98615333,,,,,
-4.257,-1.97E-05,-0.019710921,48.94357833,,,,,
-4.256,-1.98E-05,-0.019759744,48.90101333,,,,,
-4.255,-1.98E-05,-0.019808617,48.85845833,,,,,
-4.254,-1.99E-05,-0.019857538,48.81591333,,,,,
-4.253,-1.99E-05,-0.019906508,48.77337833,,,,,
-4.252,-2.00E-05,-0.019955527,48.73085333,,,,,
-4.251,-2.00E-05,-0.020004595,48.68833833,,,,,
-4.25,-2.01E-05,-0.020053711,48.64583333,,,,,
-4.249,-2.01E-05,-0.020102876,48.60333833,,,,,
-4.248,-2.02E-05,-0.020152089,48.56085333,,,,,
-4.247,-2.02E-05,-0.020201352,48.51837833,,,,,
-4.246,-2.03E-05,-0.020250662,48.47591333,,,,,
-4.245,-2.03E-05,-0.020300021,48.43345833,,,,,
-4.244,-2.03E-05,-0.020349429,48.39101333,,,,,
-4.243,-2.04E-05,-0.020398885,48.34857833,,,,,
-4.242,-2.04E-05,-0.020448389,48.30615333,,,,,
-4.241,-2.05E-05,-0.020497942,48.26373833,,,,,
-4.24,-2.05E-05,-0.020547542,48.22133333,,,,,
-4.239,-2.06E-05,-0.020597191,48.17893833,,,,,
-4.238,-2.06E-05,-0.020646889,48.13655333,,,,,
-4.237,-2.07E-05,-0.020696634,48.09417833,,,,,
-4.236,-2.07E-05,-0.020746428,48.05181333,,,,,
-4.235,-2.08E-05,-0.020796269,48.00945833,,,,,
-4.234,-2.08E-05,-0.020846159,47.96711333,,,,,
-4.233,-2.09E-05,-0.020896096,47.92477833,,,,,
-4.232,-2.09E-05,-0.020946082,47.88245333,,,,,
-4.231,-2.10E-05,-0.020996115,47.84013833,,,,,
-4.23,-2.10E-05,-0.021046196,47.79783333,,,,,
-4.229,-2.11E-05,-0.021096325,47.75553833,,,,,
-4.228,-2.11E-05,-0.021146502,47.71325333,,,,,
-4.227,-2.12E-05,-0.021196726,47.67097833,,,,,
-4.226,-2.12E-05,-0.021246998,47.62871333,,,,,
-4.225,-2.13E-05,-0.021297318,47.58645833,,,,,
-4.224,-2.13E-05,-0.021347685,47.54421333,,,,,
-4.223,-2.14E-05,-0.0213981,47.50197833,,,,,
-4.222,-2.14E-05,-0.021448562,47.45975333,,,,,
-4.221,-2.15E-05,-0.021499072,47.41753833,,,,,
-4.22,-2.15E-05,-0.021549629,47.37533333,,,,,
-4.219,-2.16E-05,-0.021600234,47.33313833,,,,,
-4.218,-2.17E-05,-0.021650886,47.29095333,,,,,
-4.217,-2.17E-05,-0.021701585,47.24877833,,,,,
-4.216,-2.18E-05,-0.021752332,47.20661333,,,,,
-4.215,-2.18E-05,-0.021803125,47.16445833,,,,,
-4.214,-2.19E-05,-0.021853966,47.12231333,,,,,
-4.213,-2.19E-05,-0.021904854,47.08017833,,,,,
-4.212,-2.20E-05,-0.021955789,47.03805333,,,,,
-4.211,-2.20E-05,-0.022006771,46.99593833,,,,,
-4.21,-2.21E-05,-0.0220578,46.95383333,,,,,
-4.209,-2.21E-05,-0.022108876,46.91173833,,,,,
-4.208,-2.22E-05,-0.022159999,46.86965333,,,,,
-4.207,-2.22E-05,-0.022211169,46.82757833,,,,,
-4.206,-2.23E-05,-0.022262386,46.78551333,,,,,
-4.205,-2.23E-05,-0.022313649,46.74345833,,,,,
-4.204,-2.24E-05,-0.022364959,46.70141333,,,,,
-4.203,-2.24E-05,-0.022416316,46.65937833,,,,,
-4.202,-2.25E-05,-0.02246772,46.61735333,,,,,
-4.201,-2.25E-05,-0.02251917,46.57533833,,,,,
-4.2,-2.26E-05,-0.022570667,46.53333333,,,,,
-4.199,-2.26E-05,-0.02262221,46.49133833,,,,,
-4.198,-2.27E-05,-0.0226738,46.44935333,,,,,
-4.197,-2.27E-05,-0.022725436,46.40737833,,,,,
-4.196,-2.28E-05,-0.022777118,46.36541333,,,,,
-4.195,-2.28E-05,-0.022828847,46.32345833,,,,,
-4.194,-2.29E-05,-0.022880623,46.28151333,,,,,
-4.193,-2.29E-05,-0.022932444,46.23957833,,,,,
-4.192,-2.30E-05,-0.022984312,46.19765333,,,,,
-4.191,-2.30E-05,-0.023036226,46.15573833,,,,,
-4.19,-2.31E-05,-0.023088186,46.11383333,,,,,
-4.189,-2.31E-05,-0.023140193,46.07193833,,,,,
-4.188,-2.32E-05,-0.023192245,46.03005333,,,,,
-4.187,-2.32E-05,-0.023244343,45.98817833,,,,,
-4.186,-2.33E-05,-0.023296488,45.94631333,,,,,
-4.185,-2.33E-05,-0.023348678,45.90445833,,,,,
-4.184,-2.34E-05,-0.023400914,45.86261333,,,,,
-4.183,-2.35E-05,-0.023453196,45.82077833,,,,,
-4.182,-2.35E-05,-0.023505524,45.77895333,,,,,
-4.181,-2.36E-05,-0.023557898,45.73713833,,,,,
-4.18,-2.36E-05,-0.023610317,45.69533333,,,,,
-4.179,-2.37E-05,-0.023662783,45.65353833,,,,,
-4.178,-2.37E-05,-0.023715293,45.61175333,,,,,
-4.177,-2.38E-05,-0.02376785,45.56997833,,,,,
-4.176,-2.38E-05,-0.023820452,45.52821333,,,,,
-4.175,-2.39E-05,-0.023873099,45.48645833,,,,,
-4.174,-2.39E-05,-0.023925792,45.44471333,,,,,
-4.173,-2.40E-05,-0.023978531,45.40297833,,,,,
-4.172,-2.40E-05,-0.024031314,45.36125333,,,,,
-4.171,-2.41E-05,-0.024084144,45.31953833,,,,,
-4.17,-2.41E-05,-0.024137018,45.27783333,,,,,
-4.169,-2.42E-05,-0.024189938,45.23613833,,,,,
-4.168,-2.42E-05,-0.024242903,45.19445333,,,,,
-4.167,-2.43E-05,-0.024295913,45.15277833,,,,,
-4.166,-2.43E-05,-0.024348968,45.11111333,,,,,
-4.165,-2.44E-05,-0.024402069,45.06945833,,,,,
-4.164,-2.45E-05,-0.024455214,45.02781333,,,,,
-4.163,-2.45E-05,-0.024508405,44.98617833,,,,,
-4.162,-2.46E-05,-0.02456164,44.94455333,,,,,
-4.161,-2.46E-05,-0.024614921,44.90293833,,,,,
-4.16,-2.47E-05,-0.024668246,44.86133333,,,,,
-4.159,-2.47E-05,-0.024721617,44.81973833,,,,,
-4.158,-2.48E-05,-0.024775032,44.77815333,,,,,
-4.157,-2.48E-05,-0.024828492,44.73657833,,,,,
-4.156,-2.49E-05,-0.024881996,44.69501333,,,,,
-4.155,-2.49E-05,-0.024935546,44.65345833,,,,,
-4.154,-2.50E-05,-0.024989139,44.61191333,,,,,
-4.153,-2.50E-05,-0.025042778,44.57037833,,,,,
-4.152,-2.51E-05,-0.025096461,44.52885333,,,,,
-4.151,-2.52E-05,-0.025150189,44.48733833,,,,,
-4.15,-2.52E-05,-0.025203961,44.44583333,,,,,
-4.149,-2.53E-05,-0.025257778,44.40433833,,,,,
-4.148,-2.53E-05,-0.025311639,44.36285333,,,,,
-4.147,-2.54E-05,-0.025365544,44.32137833,,,,,
-4.146,-2.54E-05,-0.025419494,44.27991333,,,,,
-4.145,-2.55E-05,-0.025473488,44.23845833,,,,,
-4.144,-2.55E-05,-0.025527526,44.19701333,,,,,
-4.143,-2.56E-05,-0.025581608,44.15557833,,,,,
-4.142,-2.56E-05,-0.025635735,44.11415333,,,,,
-4.141,-2.57E-05,-0.025689905,44.07273833,,,,,
-4.14,-2.57E-05,-0.02574412,44.03133333,,,,,
-4.139,-2.58E-05,-0.025798379,43.98993833,,,,,
-4.138,-2.59E-05,-0.025852682,43.94855333,,,,,
-4.137,-2.59E-05,-0.025907028,43.90717833,,,,,
-4.136,-2.60E-05,-0.025961419,43.86581333,,,,,
-4.135,-2.60E-05,-0.026015853,43.82445833,,,,,
-4.134,-2.61E-05,-0.026070332,43.78311333,,,,,
-4.133,-2.61E-05,-0.026124854,43.74177833,,,,,
-4.132,-2.62E-05,-0.02617942,43.70045333,,,,,
-4.131,-2.62E-05,-0.026234029,43.65913833,,,,,
-4.13,-2.63E-05,-0.026288682,43.61783333,,,,,
-4.129,-2.63E-05,-0.026343379,43.57653833,,,,,
-4.128,-2.64E-05,-0.02639812,43.53525333,,,,,
-4.127,-2.65E-05,-0.026452903,43.49397833,,,,,
-4.126,-2.65E-05,-0.026507731,43.45271333,,,,,
-4.125,-2.66E-05,-0.026562602,43.41145833,,,,,
-4.124,-2.66E-05,-0.026617516,43.37021333,,,,,
-4.123,-2.67E-05,-0.026672474,43.32897833,,,,,
-4.122,-2.67E-05,-0.026727475,43.28775333,,,,,
-4.121,-2.68E-05,-0.026782519,43.24653833,,,,,
-4.12,-2.68E-05,-0.026837606,43.20533333,,,,,
-4.119,-2.69E-05,-0.026892737,43.16413833,,,,,
-4.118,-2.69E-05,-0.026947911,43.12295333,,,,,
-4.117,-2.70E-05,-0.027003128,43.08177833,,,,,
-4.116,-2.71E-05,-0.027058388,43.04061333,,,,,
-4.115,-2.71E-05,-0.027113691,42.99945833,,,,,
-4.114,-2.72E-05,-0.027169037,42.95831333,,,,,
-4.113,-2.72E-05,-0.027224426,42.91717833,,,,,
-4.112,-2.73E-05,-0.027279858,42.87605333,,,,,
-4.111,-2.73E-05,-0.027335333,42.83493833,,,,,
-4.11,-2.74E-05,-0.027390851,42.79383333,,,,,
-4.109,-2.74E-05,-0.027446412,42.75273833,,,,,
-4.108,-2.75E-05,-0.027502015,42.71165333,,,,,
-4.107,-2.76E-05,-0.027557661,42.67057833,,,,,
-4.106,-2.76E-05,-0.027613349,42.62951333,,,,,
-4.105,-2.77E-05,-0.027669081,42.58845833,,,,,
-4.104,-2.77E-05,-0.027724855,42.54741333,,,,,
-4.103,-2.78E-05,-0.027780671,42.50637833,,,,,
